capture_id,video_id,sport_event_id,video_time_s,frame_path,review_status,matched_throw_event_id,mapped_capture_time_utc,roi_present,valid_face,detector_confidence,player_name,segment_label,wedge_number_label,coarse_wedge_area_label,resulting_score,is_bust,entered_modeling,candidate_throw_event_ids,resolution_reason,gaze_error
1596,1,sr:sport_event:66098028,1917.291213,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ed80f20c651841078d51e8c72e63dd9c.png,verified,2231834340,2026-01-02T21:57:05.291213Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1595,1,sr:sport_event:66098028,1914.574626,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-e67de163431b4129adc67ad238313031.png,verified,2231834336,2026-01-02T21:57:02.574626Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1594,1,sr:sport_event:66098028,1910.832844,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-e4d22a363f4a452492b93b3c63d62155.png,verified,2231834318,2026-01-02T21:56:58.832844Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1593,1,sr:sport_event:66098028,1908.525023,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-9b9537f810064cddadadf2f93d30f0bf.png,verified,2231834306,2026-01-02T21:56:56.525023Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1592,1,sr:sport_event:66098028,1901.528959,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-10ebfe42a9c2491795674ee577144def.png,verified,2231834274,2026-01-02T21:56:49.528959Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1591,1,sr:sport_event:66098028,1899.426118,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-301c7da81c0249568047a37ab466b191.png,verified,2231834266,2026-01-02T21:56:47.426118Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1590,1,sr:sport_event:66098028,1896.84229,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-6feee4f8f48347529c37189974036964.png,verified,2231834264,2026-01-02T21:56:44.842290Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1589,1,sr:sport_event:66098028,1890.649733,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2c153dc8c9724bc891a70a83e46372c5.png,verified,2231834218,2026-01-02T21:56:38.649733Z,False,True,1.0,"van Veen, Gian",S19,19,19,19,False,True,,,
1588,1,sr:sport_event:66098028,1888.867634,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-db8379cd0e214ae4b9f67ee697a7ddd1.png,verified,2231834208,2026-01-02T21:56:36.867634Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1587,1,sr:sport_event:66098028,1883.704653,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b8e35ae39af94ae6b02106af04ecf6c1.png,verified,2231834188,2026-01-02T21:56:31.704653Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1586,1,sr:sport_event:66098028,1882.031808,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-dcb01755b60e4ba3a37856a3dea7e282.png,verified,2231834162,2026-01-02T21:56:30.031808Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1584,1,sr:sport_event:66098028,1862.97569,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-e8d673271d84492184ce21caaf1848b0.png,verified,2231832982,2026-01-02T21:51:49.975690Z,False,True,1.0,"van Veen, Gian",D16,16,16,32,False,True,,,
1582,1,sr:sport_event:66098028,1850.544238,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-0237a985e2944c16ba6201e994a04f36.png,verified,2231832924,2026-01-02T21:51:37.544238Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1581,1,sr:sport_event:66098028,1847.83753,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d96bb33757eb4a0485724d3dd6f621ef.png,verified,2231832906,2026-01-02T21:51:34.837530Z,False,True,1.0,"Anderson, Gary",S19,19,19,19,False,True,,,
1580,1,sr:sport_event:66098028,1845.38418,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-be4f5cdb3bfc4d308b1c305d18994dc2.png,verified,2231832902,2026-01-02T21:51:32.384180Z,False,True,1.0,"Anderson, Gary",SB,BULL,BULL,25,False,True,,,
1579,1,sr:sport_event:66098028,1840.255971,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-3df504d8c4ad4a438662e14d222e0229.png,verified,2231832846,2026-01-02T21:51:27.255971Z,False,True,1.0,"van Veen, Gian",T19,19,19,57,False,True,,,
1578,1,sr:sport_event:66098028,1837.659758,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-dc11e856868b43e2951be4c18541cd0e.png,verified,2231832832,2026-01-02T21:51:24.659758Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1577,1,sr:sport_event:66098028,1824.029166,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-efeef4a56c464d0ba799ca36a94ad141.png,verified,2231832744,2026-01-02T21:51:11.029166Z,False,True,1.0,"Anderson, Gary",T19,19,19,57,False,True,,,
1576,1,sr:sport_event:66098028,1816.700952,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ffa97a0eada741fb963bdb3b55c6cde5.png,verified,2231832630,2026-01-02T21:51:03.700952Z,False,True,1.0,"van Veen, Gian",T19,19,19,57,False,True,,,
1575,1,sr:sport_event:66098028,1814.070396,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ad4e1cd8a1be49eab23dfa955dcb0410.png,verified,2231832616,2026-01-02T21:51:01.070396Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1574,1,sr:sport_event:66098028,1812.419981,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-266ff04e46c14c22951d2a5472c7c9be.png,verified,2231832606,2026-01-02T21:50:59.419981Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1573,1,sr:sport_event:66098028,1805.953345,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b6bdb3bf0235418b8ed93cbe63019d6b.png,verified,2231832482,2026-01-02T21:50:52.953345Z,False,True,1.0,"Anderson, Gary",S19,19,19,19,False,True,,,
1572,1,sr:sport_event:66098028,1803.703046,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-80ad27316e7d49bf95f1365fe7282cd5.png,verified,2231834912,2026-01-02T21:58:58.703046Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1571,1,sr:sport_event:66098028,1797.461051,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-225fb055decc4e0bb1172ce48222bb7d.png,verified,2231832448,2026-01-02T21:50:44.461051Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1570,1,sr:sport_event:66098028,1795.204916,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2f65002015154464b05807f0a37ecc95.png,verified,2231832438,2026-01-02T21:50:42.204916Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1569,1,sr:sport_event:66098028,1792.787093,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-94445f500a6a4b079b79d20264b432de.png,verified,2231832426,2026-01-02T21:50:39.787093Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1568,1,sr:sport_event:66098028,1785.079389,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-fcc2df0b87eb49bf9bd4016229bb6da0.png,verified,2231832396,2026-01-02T21:50:32.079389Z,False,True,1.0,"Anderson, Gary",T19,19,19,57,False,True,,,
1567,1,sr:sport_event:66098028,1782.498279,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-c22d4a570b734d4f86f2dd38b1db8ffb.png,verified,2231832384,2026-01-02T21:50:29.498279Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1566,1,sr:sport_event:66098028,1772.5964,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-7c9a7b032066460e82ecaf89cdebb906.png,verified,2231832366,2026-01-02T21:50:19.596400Z,False,True,1.0,"van Veen, Gian",D16,16,16,32,False,True,,,
1565,1,sr:sport_event:66098028,1758.78522,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-9cb78c4197c84316926937ec098ba3aa.png,verified,2231832238,2026-01-02T21:50:05.785220Z,False,True,1.0,"van Veen, Gian",S9,9,OTHER,9,False,True,,,
1564,1,sr:sport_event:66098028,1756.598358,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-1dbeacfd851d4e30920edec22a7ac05e.png,verified,2231832228,2026-01-02T21:50:03.598358Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1563,1,sr:sport_event:66098028,1753.991857,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-a46d921e318b4b54900340929f8806ad.png,verified,2231832224,2026-01-02T21:50:00.991857Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1562,1,sr:sport_event:66098028,1749.583896,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-9e840568f3f74bed99d69da104a63300.png,verified,2231832202,2026-01-02T21:49:56.583896Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1561,1,sr:sport_event:66098028,1747.404945,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-a5023528ac174d35b0d655dfbb0e2cd1.png,verified,2231832194,2026-01-02T21:49:54.404945Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1560,1,sr:sport_event:66098028,1744.661578,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-36a66cea5c15496ba210a62faced331d.png,verified,2231832188,2026-01-02T21:49:51.661578Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1559,1,sr:sport_event:66098028,1740.623166,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-bf541aa0c1d34ab6b7b4f9257563cd3d.png,verified,2231832160,2026-01-02T21:49:47.623166Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1558,1,sr:sport_event:66098028,1738.089106,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-526ee4dddae44bb391aa722343ca1423.png,verified,2231832140,2026-01-02T21:49:45.089106Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1557,1,sr:sport_event:66098028,1728.65663,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d89cb15149b24bac93c466b26a466267.png,verified,2231832078,2026-01-02T21:49:35.656630Z,False,True,1.0,"Anderson, Gary",S19,19,19,19,False,True,,,
1556,1,sr:sport_event:66098028,1726.346085,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-bc8c109fb18a4dd28ca088226fa4324c.png,verified,2231832054,2026-01-02T21:49:33.346085Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1555,1,sr:sport_event:66098028,1722.61635,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-fc1cb32dc37b449f82fa40a73909fdec.png,verified,2231832026,2026-01-02T21:49:29.616350Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1554,1,sr:sport_event:66098028,1720.076332,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-268296120026472da0676b569a727d14.png,verified,2231832010,2026-01-02T21:49:27.076332Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1553,1,sr:sport_event:66098028,1717.824482,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-86b7502f1c7642389914aec440583787.png,verified,2231831994,2026-01-02T21:49:24.824482Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1551,1,sr:sport_event:66098028,1712.982049,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2303f18dff4c457cbad72825817fa1dd.png,verified,2231831970,2026-01-02T21:49:19.982049Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1550,1,sr:sport_event:66098028,1710.788673,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b9c6c373de0d4152a6a71aa61f9e4f2f.png,verified,2231831956,2026-01-02T21:49:17.788673Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1549,1,sr:sport_event:66098028,1708.137218,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-08c4353bb62240fc9f5053b90a80a6d6.png,verified,2231831938,2026-01-02T21:49:15.137218Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1548,1,sr:sport_event:66098028,1704.025069,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b5ad63705e0044518c9a13c50ce45141.png,verified,2231831916,2026-01-02T21:49:11.025069Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1547,1,sr:sport_event:66098028,1701.687736,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-912c612751e44fce865c0f27f46fa376.png,verified,2231831906,2026-01-02T21:49:08.687736Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1546,1,sr:sport_event:66098028,1691.921215,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-8ed994c7187c41d5be7a35e5efbaf57d.png,verified,2231831842,2026-01-02T21:48:58.921215Z,False,True,1.0,"Anderson, Gary",D16,16,16,32,False,True,,,
1544,1,sr:sport_event:66098028,1686.773604,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b1e829bf68b447db99664ac154b13f78.png,verified,2231831816,2026-01-02T21:48:53.773604Z,False,True,1.0,"Anderson, Gary",S7,7,19,7,False,True,,,
1543,1,sr:sport_event:66098028,1684.476781,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-03458312876a4ecebc3cde8545a8f48f.png,verified,2231831816,2026-01-02T21:48:51.476781Z,False,True,1.0,"Anderson, Gary",S7,7,19,7,False,True,,,
1542,1,sr:sport_event:66098028,1679.230324,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-091d5c3b525c409489487a26d738d3c2.png,verified,2231831780,2026-01-02T21:48:46.230324Z,False,True,1.0,"van Veen, Gian",SB,BULL,BULL,25,False,True,,,
1541,1,sr:sport_event:66098028,1676.961168,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5f0a52e541744a6e98c8f5d206e26f4a.png,verified,2231831772,2026-01-02T21:48:43.961168Z,False,True,1.0,"van Veen, Gian",S50,BULL,BULL,50,False,True,,,
1540,1,sr:sport_event:66098028,1674.316223,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-afb1d0c3dbab42ba9ad8c1fcd6ff5851.png,verified,2231831752,2026-01-02T21:48:41.316223Z,False,True,1.0,"van Veen, Gian",S19,19,19,19,False,True,,,
1539,1,sr:sport_event:66098028,1663.916423,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-9a0d15295e3841f48e2d03afab0b3c08.png,verified,2231831696,2026-01-02T21:48:30.916423Z,False,True,1.0,"Anderson, Gary",S15,15,OTHER,15,False,True,,,
1538,1,sr:sport_event:66098028,1661.377635,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-cf8f492da9344e408e17bb9d42703884.png,verified,2231831686,2026-01-02T21:48:28.377635Z,False,True,1.0,"Anderson, Gary",S16,16,16,16,False,True,,,
1537,1,sr:sport_event:66098028,1658.559179,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-67fc9a1948d249e2b99bd9252c09c479.png,verified,2231831664,2026-01-02T21:48:25.559179Z,False,True,1.0,"Anderson, Gary",S17,17,17,17,False,True,,,
1533,1,sr:sport_event:66098028,1646.614087,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-e19d9c09123c4a27833f5b895c87b943.png,verified,2231831584,2026-01-02T21:48:13.614087Z,False,True,1.0,"van Veen, Gian",S17,17,17,17,False,True,,,
1532,1,sr:sport_event:66098028,1644.401353,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2b21f0d56a3941b0a89c69eb54c12745.png,verified,2231831574,2026-01-02T21:48:11.401353Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1531,1,sr:sport_event:66098028,1634.923969,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d14d11017d6c4e34bf511790375b4e69.png,verified,2231831520,2026-01-02T21:48:01.923969Z,False,True,1.0,"Anderson, Gary",T19,19,19,57,False,True,,,
1530,1,sr:sport_event:66098028,1633.046131,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ae282116424e4ecaa779a0cba666dad5.png,verified,2231831510,2026-01-02T21:48:00.046131Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1529,1,sr:sport_event:66098028,1628.376461,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5a4a5c88b20c4406b79242a86ea9a846.png,verified,2231831494,2026-01-02T21:47:55.376461Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1528,1,sr:sport_event:66098028,1625.968416,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-c43dac76052b4458887e3b5935e3e51b.png,verified,2231831486,2026-01-02T21:47:52.968416Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1527,1,sr:sport_event:66098028,1618.800995,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-bd3c509688d6484688781af95f957801.png,verified,2231831426,2026-01-02T21:47:45.800995Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1526,1,sr:sport_event:66098028,1616.59095,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-96e3dd2b40fd49e2a5f69e0d547188dc.png,verified,2231831426,2026-01-02T21:47:43.590950Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1525,1,sr:sport_event:66098028,1612.534677,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-6ff3bf74cf874667aeb20ff01bf90347.png,verified,2231831400,2026-01-02T21:47:39.534677Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1524,1,sr:sport_event:66098028,1608.601816,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d65dca74df6f4f71bcbe11079985ef1e.png,verified,2231831376,2026-01-02T21:47:35.601816Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1523,1,sr:sport_event:66098028,1606.127222,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-cc5718cce8b54e89ae9a88448ef422a8.png,verified,2231831348,2026-01-02T21:47:33.127222Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1522,1,sr:sport_event:66098028,1598.673979,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-91784879935644f3856f224352d79fa1.png,verified,2231831310,2026-01-02T21:47:25.673979Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1521,1,sr:sport_event:66098028,1596.451767,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-507c1f15f0cf4cbf80157e3b8ef5393a.png,verified,2231831294,2026-01-02T21:47:23.451767Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1520,1,sr:sport_event:66098028,1593.834732,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-8140cca788674d3d85247e2b44c584de.png,verified,2231831288,2026-01-02T21:47:20.834732Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1519,1,sr:sport_event:66098028,1585.500996,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-0ca9248000c24f979772019cccbdac13.png,verified,2231831234,2026-01-02T21:47:12.500996Z,False,True,1.0,"van Veen, Gian",D8,8,16,16,False,True,,,
1518,1,sr:sport_event:66098028,1582.83601,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-28dbb02662b24d999d46fc647d236ae1.png,verified,2231831216,2026-01-02T21:47:09.836010Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1517,1,sr:sport_event:66098028,1577.044878,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-83e723c9d45242e98c945cab8b21b815.png,verified,2231831174,2026-01-02T21:47:04.044878Z,False,True,1.0,"Anderson, Gary",S18,18,18,18,False,True,,,
1516,1,sr:sport_event:66098028,1574.93263,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-7b8475d627b04cee8d0d058ceae74cd9.png,verified,2231831154,2026-01-02T21:47:01.932630Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1515,1,sr:sport_event:66098028,1573.042228,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-42b89b6e06ba492c9e7c870e261b8441.png,verified,2231831152,2026-01-02T21:47:00.042228Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1514,1,sr:sport_event:66098028,1565.882938,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-1379733ed47645c3a295850ac71659dd.png,verified,2231831110,2026-01-02T21:46:52.882938Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1513,1,sr:sport_event:66098028,1563.102449,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-26eecb6b9615481c9cb1161a9c924b1f.png,verified,2231831094,2026-01-02T21:46:50.102449Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1512,1,sr:sport_event:66098028,1558.350893,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-a45f9226da44461ba07b3ea03a42d6ec.png,verified,2231831080,2026-01-02T21:46:45.350893Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1511,1,sr:sport_event:66098028,1556.176244,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-3795e4e7547a41b9aa1c2849c0ea8c7f.png,verified,2231831060,2026-01-02T21:46:43.176244Z,False,True,1.0,"Anderson, Gary",T1,1,20,3,False,True,,,
1510,1,sr:sport_event:66098028,1554.077222,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-4973d87808014631be0f765e7bd6a92c.png,verified,2231831056,2026-01-02T21:46:41.077222Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1509,1,sr:sport_event:66098028,1549.059922,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-945b341dbeac4074ad177e483c86c549.png,verified,2231831016,2026-01-02T21:46:36.059922Z,False,True,1.0,"van Veen, Gian",S17,17,17,17,False,True,,,
1508,1,sr:sport_event:66098028,1546.442178,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-839a713b0ee0436dbb5133d5c2574c9f.png,verified,2231830982,2026-01-02T21:46:33.442178Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1507,1,sr:sport_event:66098028,1539.699597,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b72700a847a14a6b965f02b198d6ef0c.png,verified,2231830960,2026-01-02T21:46:26.699597Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1506,1,sr:sport_event:66098028,1537.644858,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b5ccaa0fb08b4910baabda9373fc2783.png,verified,2231830944,2026-01-02T21:46:24.644858Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1505,1,sr:sport_event:66098028,1530.648534,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-7102e26087f944ddb4c38efc3d6d2f08.png,verified,2231830906,2026-01-02T21:46:17.648534Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1504,1,sr:sport_event:66098028,1528.667339,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-f2ee233f57aa4517b92b4744d0bc307a.png,verified,2231830896,2026-01-02T21:46:15.667339Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1503,1,sr:sport_event:66098028,1526.286176,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-10e4f9d4845e41708220c700e828d1e6.png,verified,2231830892,2026-01-02T21:46:13.286176Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1502,1,sr:sport_event:66098028,1520.313467,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ee993d8e8602408ab4122f682c00adcf.png,verified,2231830846,2026-01-02T21:46:07.313467Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1501,1,sr:sport_event:66098028,1518.008253,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-27da8b8d1e574bc9affa700bbbf5e5db.png,verified,2231830830,2026-01-02T21:46:05.008253Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1500,1,sr:sport_event:66098028,1516.216123,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-95606178ec1f4860b180008746ef999e.png,verified,2231830818,2026-01-02T21:46:03.216123Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1499,1,sr:sport_event:66098028,1509.152396,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-c444c1de354d49d0be5f8bc894268e3f.png,verified,2231830776,2026-01-02T21:45:56.152396Z,False,True,1.0,"van Veen, Gian",T19,19,19,57,False,True,,,
1498,1,sr:sport_event:66098028,1500.24775,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5cb82c45858341f2b724b10113b6056e.png,verified,2231830710,2026-01-02T21:45:47.247750Z,False,True,1.0,"Anderson, Gary",D12,12,OTHER,24,False,True,,,
1497,1,sr:sport_event:66098028,1495.262711,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-accdf2a5c7a2492e90d8dea0c17bcd14.png,verified,2231830678,2026-01-02T21:45:42.262711Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1496,1,sr:sport_event:66098028,1488.600041,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-9b110b727cfd4e90a917f11c90c65cef.png,verified,2231830624,2026-01-02T21:45:35.600041Z,False,True,1.0,"van Veen, Gian",S19,19,19,19,False,True,,,
1495,1,sr:sport_event:66098028,1481.336041,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-65fa576e5f66489e9f9f264d27ecdaf5.png,verified,2231830560,2026-01-02T21:45:28.336041Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1494,1,sr:sport_event:66098028,1479.089269,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-50506481000a4d6a9ae55a03e90ad60b.png,verified,2231830552,2026-01-02T21:45:26.089269Z,False,True,1.0,"Anderson, Gary",S4,4,18,4,False,True,,,
